N,P,K,temperature,humidity,ph,rainfall,label
75.64,44.89,82.82,24.78,69.71,6.3,90.34,tobacco_hybrid_7
69.83,47.66,73.59,25.0,69.6,5.97,88.36,tobacco_hybrid_7
67.17,49.97,78.5,22.96,69.42,6.09,89.68,tobacco_hybrid_7
70.4,46.88,74.01,24.38,68.56,6.21,97.62,tobacco_hybrid_7
72.0,54.16,74.4,24.63,70.03,5.96,95.82,tobacco_hybrid_7
68.99,49.45,84.74,24.71,70.99,5.75,96.77,tobacco_hybrid_7
70.01,47.32,80.98,24.25,68.69,6.07,97.03,tobacco_hybrid_7
68.97,46.41,82.01,24.51,64.19,5.86,90.57,tobacco_hybrid_7
66.4,51.46,81.23,23.81,70.35,6.28,93.38,tobacco_hybrid_7
65.84,47.58,77.63,22.96,73.82,5.91,92.57,tobacco_hybrid_7
63.85,50.11,75.47,25.17,68.6,6.44,94.73,tobacco_hybrid_7
73.87,46.34,76.6,23.47,66.32,6.14,91.23,tobacco_hybrid_7
67.89,49.35,77.42,24.25,70.79,6.15,92.64,tobacco_hybrid_7
56.89,47.61,85.11,23.78,73.01,5.75,92.56,tobacco_hybrid_7
70.02,48.4,72.95,25.65,70.48,6.17,94.26,tobacco_hybrid_7
69.95,47.22,76.01,24.32,72.97,6.13,94.71,tobacco_hybrid_7
62.25,51.7,74.6,24.13,71.03,5.88,92.64,tobacco_hybrid_7
65.8,47.97,82.3,24.98,70.85,6.16,92.75,tobacco_hybrid_7
65.65,48.82,85.42,26.11,68.3,6.06,93.13,tobacco_hybrid_7
60.72,29.47,45.06,25.72,87.31,5.61,246.45,rubber_dwarf_7
51.25,26.35,40.88,27.82,87.74,5.81,243.45,rubber_dwarf_7
53.38,28.41,42.31,27.76,85.17,5.87,260.01,rubber_dwarf_7
57.99,28.54,43.03,27.42,86.75,5.44,246.22,rubber_dwarf_7
56.86,27.91,45.94,26.82,83.14,5.69,230.99,rubber_dwarf_7
56.84,25.92,38.46,26.32,87.15,5.82,240.73,rubber_dwarf_7
57.97,25.91,42.49,27.18,84.91,5.62,231.39,rubber_dwarf_7
56.7,27.44,42.42,26.15,82.82,5.79,244.72,rubber_dwarf_7
54.53,29.37,38.72,26.61,85.38,5.53,253.62,rubber_dwarf_7
57.87,28.99,42.21,28.26,84.69,5.62,240.51,rubber_dwarf_7
56.16,28.53,39.88,25.71,91.39,5.41,243.0,rubber_dwarf_7
54.85,27.23,38.18,27.78,86.55,5.5,244.27,rubber_dwarf_7
58.04,29.07,42.64,28.45,89.49,5.62,248.37,rubber_dwarf_7
57.93,25.86,42.57,27.89,88.34,5.4,252.08,rubber_dwarf_7
56.7,24.96,42.68,27.55,85.54,5.49,254.96,rubber_dwarf_7
60.92,28.19,43.76,26.85,84.3,5.69,269.26,rubber_dwarf_7
59.82,27.74,41.31,26.7,80.98,5.95,248.2,rubber_dwarf_7
58.91,30.08,47.08,25.39,83.21,5.13,254.25,rubber_dwarf_7
63.3,28.8,43.14,27.26,87.14,5.93,231.3,rubber_dwarf_7
55.69,31.04,45.99,26.9,84.66,5.48,243.23,rubber_dwarf_7
54.8,27.74,39.58,26.65,86.4,5.73,244.31,rubber_dwarf_7
58.51,29.29,41.41,27.21,80.23,5.77,236.93,rubber_dwarf_7
55.39,28.18,44.69,27.28,86.6,5.85,241.69,rubber_dwarf_7
56.13,30.63,42.72,26.71,88.25,5.39,245.92,rubber_dwarf_7
53.34,28.25,40.89,28.54,80.89,5.49,241.99,rubber_dwarf_7
71.88,35.37,47.64,24.71,85.35,5.77,207.12,cocoa_high_yield_7
65.24,33.51,58.59,25.45,87.41,5.93,189.81,cocoa_high_yield_7
69.97,36.22,50.34,25.82,78.68,5.99,211.01,cocoa_high_yield_7
68.35,31.14,51.03,26.41,85.01,5.5,196.74,cocoa_high_yield_7
61.57,38.48,53.18,27.11,80.75,6.06,195.94,cocoa_high_yield_7
63.73,32.77,49.49,26.85,84.69,5.69,195.91,cocoa_high_yield_7
62.22,36.74,52.93,25.35,86.57,5.92,207.22,cocoa_high_yield_7
63.09,34.17,51.4,26.0,89.18,5.79,198.58,cocoa_high_yield_7
60.5,32.89,53.33,26.36,82.37,5.81,195.4,cocoa_high_yield_7
62.2,34.74,54.71,26.08,83.42,6.26,197.32,cocoa_high_yield_7
64.75,36.05,53.03,26.08,84.51,5.99,186.31,cocoa_high_yield_7
64.67,31.63,52.89,24.92,82.28,6.1,193.96,cocoa_high_yield_7
64.41,35.49,54.65,25.37,87.24,5.95,190.77,cocoa_high_yield_7
63.42,34.27,56.77,25.97,84.58,6.05,198.56,cocoa_high_yield_7
66.34,35.28,58.28,23.82,85.07,6.01,206.06,cocoa_high_yield_7
62.79,34.31,53.37,26.81,86.33,5.97,205.17,cocoa_high_yield_7
68.03,33.31,58.88,25.2,84.57,6.15,210.81,cocoa_high_yield_7
57.73,32.38,56.32,26.84,82.68,5.96,209.03,cocoa_high_yield_7
65.7,35.44,50.63,26.77,84.6,6.38,196.48,cocoa_high_yield_7
65.16,35.43,50.55,25.86,82.58,6.12,200.88,cocoa_high_yield_7
61.46,35.43,52.4,27.09,85.03,5.7,200.46,cocoa_high_yield_7
62.48,35.02,57.85,26.89,87.29,5.89,183.45,cocoa_high_yield_7
65.08,35.91,52.6,26.05,81.77,6.0,190.95,cocoa_high_yield_7
66.52,36.7,48.85,25.96,80.86,5.93,199.38,cocoa_high_yield_7
58.04,31.07,53.34,27.17,84.88,6.06,199.34,cocoa_high_yield_7
35.97,22.26,32.73,26.45,59.24,6.05,110.29,cashew_organic_7
35.89,21.87,33.22,26.95,64.3,6.16,119.55,cashew_organic_7
31.97,19.34,30.34,28.98,63.91,6.37,111.49,cashew_organic_7
35.99,20.67,34.91,26.25,63.18,6.11,126.23,cashew_organic_7
35.39,21.2,33.08,26.6,65.83,6.3,113.09,cashew_organic_7
36.17,20.34,34.61,26.26,65.75,6.01,117.49,cashew_organic_7
36.95,21.99,34.75,26.35,65.21,6.03,118.24,cashew_organic_7
34.83,24.49,34.93,27.46,66.38,6.31,114.06,cashew_organic_7
37.26,23.89,31.69,27.38,62.4,5.61,106.96,cashew_organic_7
33.52,21.98,32.41,26.8,63.5,6.1,118.39,cashew_organic_7
33.42,22.79,31.75,27.63,64.52,6.02,113.95,cashew_organic_7
35.83,20.53,34.21,27.44,63.17,6.37,118.04,cashew_organic_7
34.43,23.81,33.29,26.67,65.78,5.99,116.92,cashew_organic_7
35.54,19.28,34.5,25.57,63.36,6.2,118.73,cashew_organic_7
38.57,22.99,34.57,27.47,66.88,6.28,124.83,cashew_organic_7
35.77,22.36,29.92,26.94,62.57,5.8,114.92,cashew_organic_7
35.45,20.48,34.96,26.82,68.49,6.07,115.29,cashew_organic_7
33.55,21.3,34.31,26.43,68.29,6.01,109.66,cashew_organic_7
32.09,19.92,32.14,27.4,64.19,6.29,116.57,cashew_organic_7
34.95,19.98,33.32,27.08,66.58,6.24,119.42,cashew_organic_7
36.95,19.23,32.55,26.61,63.6,6.05,115.22,cashew_organic_7
34.51,22.77,33.76,25.82,66.33,5.89,119.45,cashew_organic_7
35.78,23.43,32.14,27.66,64.03,6.31,116.66,cashew_organic_7
37.58,18.38,33.53,27.29,61.89,6.09,111.37,cashew_organic_7
37.53,24.38,32.86,27.01,57.55,5.78,118.96,cashew_organic_7
46.71,35.21,55.67,22.15,46.69,7.5,31.53,almond_drought_hardy_7
47.48,35.39,58.42,23.14,45.23,7.33,41.3,almond_drought_hardy_7
45.86,39.22,55.97,22.77,45.83,7.06,35.81,almond_drought_hardy_7
45.65,34.83,55.15,21.26,45.27,7.08,33.97,almond_drought_hardy_7
47.57,33.68,54.97,21.62,48.55,7.21,34.82,almond_drought_hardy_7
46.65,36.19,50.77,21.3,45.81,7.51,35.22,almond_drought_hardy_7
51.26,36.3,58.52,24.26,46.28,7.38,33.05,almond_drought_hardy_7
49.08,35.28,53.53,22.62,45.3,7.02,33.35,almond_drought_hardy_7
48.48,35.03,61.61,21.63,45.01,7.4,34.25,almond_drought_hardy_7
46.78,37.1,55.56,21.57,43.88,7.15,32.83,almond_drought_hardy_7
42.41,33.9,60.06,22.75,47.17,7.22,33.65,almond_drought_hardy_7
45.29,34.81,51.27,22.83,46.72,7.52,35.53,almond_drought_hardy_7
45.67,34.49,58.43,22.75,45.25,7.47,32.15,almond_drought_hardy_7
46.55,37.35,59.16,21.77,44.43,7.54,41.17,almond_drought_hardy_7
47.12,35.92,60.04,22.35,45.91,7.32,36.53,almond_drought_hardy_7
48.74,33.53,52.06,22.2,44.98,7.5,31.47,almond_drought_hardy_7
47.84,33.71,54.39,21.36,45.36,7.2,28.45,almond_drought_hardy_7
49.93,38.73,58.0,21.37,43.93,7.27,32.93,almond_drought_hardy_7
46.46,37.33,56.79,22.44,45.96,7.26,36.36,almond_drought_hardy_7
47.8,36.91,57.2,22.27,45.99,7.33,35.87,almond_drought_hardy_7
48.01,35.44,55.35,22.55,47.16,7.06,34.37,almond_drought_hardy_7
47.77,38.09,60.74,22.74,45.46,7.28,33.14,almond_drought_hardy_7
50.22,33.46,63.72,23.31,45.21,7.61,32.39,almond_drought_hardy_7
49.09,36.75,56.66,21.49,43.53,7.1,33.64,almond_drought_hardy_7
44.08,34.63,57.65,22.61,47.17,7.06,32.12,almond_drought_hardy_7
55.82,42.78,65.56,15.82,66.38,6.55,104.78,walnut_moist_tolerant_7
60.74,40.78,71.07,17.66,60.8,6.06,111.8,walnut_moist_tolerant_7
54.76,41.92,67.25,17.42,64.26,6.86,105.26,walnut_moist_tolerant_7
58.69,44.75,64.95,17.6,65.11,6.62,101.15,walnut_moist_tolerant_7
59.13,40.24,69.69,17.26,61.92,6.56,108.75,walnut_moist_tolerant_7
53.88,41.05,65.5,16.48,61.28,6.46,115.23,walnut_moist_tolerant_7
54.55,41.34,64.9,18.75,63.68,6.62,96.72,walnut_moist_tolerant_7
60.0,48.61,67.87,18.44,63.26,6.63,107.64,walnut_moist_tolerant_7
54.32,43.26,71.93,17.43,63.9,6.62,111.83,walnut_moist_tolerant_7
56.79,44.36,69.4,17.12,66.49,6.75,100.95,walnut_moist_tolerant_7
62.76,43.6,68.45,17.03,62.91,6.8,107.96,walnut_moist_tolerant_7
59.74,43.74,75.72,15.45,60.36,6.94,103.93,walnut_moist_tolerant_7
57.2,42.98,64.12,17.8,62.72,6.37,104.51,walnut_moist_tolerant_7
59.35,42.75,64.05,18.14,63.05,6.43,107.14,walnut_moist_tolerant_7
56.8,38.94,67.05,17.62,64.98,6.61,104.0,walnut_moist_tolerant_7
59.85,42.74,71.6,17.45,62.23,6.39,103.64,walnut_moist_tolerant_7
51.13,41.76,63.43,17.62,61.83,6.42,108.63,walnut_moist_tolerant_7
56.56,43.13,72.4,16.83,60.02,6.64,118.59,walnut_moist_tolerant_7
51.01,41.84,61.77,17.11,63.63,6.72,112.19,walnut_moist_tolerant_7
57.41,43.59,66.16,17.38,68.89,6.8,113.29,walnut_moist_tolerant_7
56.28,43.96,67.14,18.07,62.18,6.5,112.36,walnut_moist_tolerant_7
60.83,35.87,63.62,18.62,63.45,6.63,105.85,walnut_moist_tolerant_7
58.98,41.07,64.49,17.33,61.57,6.59,110.25,walnut_moist_tolerant_7
55.46,38.09,69.21,16.68,60.19,6.54,113.67,walnut_moist_tolerant_7
55.8,42.49,71.36,17.54,63.41,6.38,112.5,walnut_moist_tolerant_7
58.42,45.98,48.72,22.51,62.18,6.81,90.25,sunflower_hill_variety_7
59.36,42.64,43.86,22.08,62.84,6.71,91.72,sunflower_hill_variety_7
64.98,46.59,44.04,23.06,61.04,6.47,79.13,sunflower_hill_variety_7
60.29,42.48,43.41,22.69,59.52,6.75,84.82,sunflower_hill_variety_7
56.95,49.91,43.02,22.3,62.47,6.4,83.9,sunflower_hill_variety_7
57.64,48.27,41.77,23.65,64.37,6.48,86.96,sunflower_hill_variety_7
54.81,42.55,44.18,21.4,60.87,6.55,84.17,sunflower_hill_variety_7
64.65,46.9,44.77,21.0,62.85,6.8,89.72,sunflower_hill_variety_7
62.5,52.01,44.9,21.25,65.39,6.97,88.0,sunflower_hill_variety_7
58.1,47.05,44.14,23.2,62.4,6.57,90.5,sunflower_hill_variety_7
64.17,44.99,46.03,22.95,62.73,6.95,90.72,sunflower_hill_variety_7
59.69,43.12,44.06,21.37,62.67,6.7,89.77,sunflower_hill_variety_7
56.61,43.19,43.09,19.91,61.28,6.74,86.22,sunflower_hill_variety_7
60.48,48.62,41.95,21.63,60.7,6.68,87.76,sunflower_hill_variety_7
59.01,46.32,40.59,20.98,60.71,6.65,85.78,sunflower_hill_variety_7
60.28,46.52,47.21,21.4,63.25,6.78,82.62,sunflower_hill_variety_7
53.9,46.33,42.46,20.95,63.99,6.84,90.73,sunflower_hill_variety_7
55.51,47.02,41.96,20.51,64.08,6.51,87.1,sunflower_hill_variety_7
62.16,44.45,43.08,23.3,61.85,6.65,82.14,sunflower_hill_variety_7
62.76,48.1,43.38,21.25,64.62,7.02,89.27,sunflower_hill_variety_7
61.95,43.98,47.6,22.92,63.14,6.72,86.61,sunflower_hill_variety_7
64.28,45.56,43.27,21.62,62.7,6.75,80.19,sunflower_hill_variety_7
59.53,49.74,49.79,20.89,56.3,6.92,82.59,sunflower_hill_variety_7
59.32,48.24,44.13,22.2,61.03,6.59,84.94,sunflower_hill_variety_7
55.22,48.97,48.52,21.48,59.71,6.68,88.13,sunflower_hill_variety_7
48.4,33.94,30.89,29.04,52.7,7.23,42.95,sesame_plains_variety_7
48.32,34.76,32.2,29.03,52.32,6.73,47.03,sesame_plains_variety_7
47.97,32.07,34.45,27.93,51.97,7.23,44.45,sesame_plains_variety_7
46.49,33.24,32.14,30.5,53.88,6.61,44.04,sesame_plains_variety_7
50.58,34.31,30.05,28.07,52.78,7.02,47.91,sesame_plains_variety_7
48.2,36.42,32.25,27.84,51.73,6.92,43.12,sesame_plains_variety_7
47.09,29.82,33.33,29.05,53.04,6.68,42.34,sesame_plains_variety_7
47.89,35.18,31.92,28.61,51.69,6.57,46.38,sesame_plains_variety_7
45.64,33.48,34.1,27.75,51.94,6.77,49.21,sesame_plains_variety_7
46.43,33.29,33.47,30.32,50.42,7.0,47.1,sesame_plains_variety_7
41.72,32.97,31.98,29.28,52.08,6.87,41.71,sesame_plains_variety_7
45.67,33.51,32.15,28.45,53.58,6.78,43.69,sesame_plains_variety_7
50.67,35.19,29.12,30.5,52.85,7.26,47.68,sesame_plains_variety_7
46.91,33.22,34.02,29.14,55.67,6.74,49.18,sesame_plains_variety_7
46.82,36.96,31.55,28.44,56.93,7.12,45.8,sesame_plains_variety_7
48.89,35.2,31.44,30.39,52.06,6.81,43.78,sesame_plains_variety_7
47.4,34.47,31.2,29.01,51.47,6.76,49.34,sesame_plains_variety_7
44.74,33.85,32.81,28.97,54.58,6.87,45.04,sesame_plains_variety_7
46.62,36.16,30.27,28.12,53.32,7.11,43.71,sesame_plains_variety_7
43.92,36.41,30.5,28.49,54.59,6.71,43.29,sesame_plains_variety_7
47.0,32.15,31.99,28.1,53.42,7.04,42.24,sesame_plains_variety_7
44.62,32.93,31.07,29.68,52.48,6.79,52.31,sesame_plains_variety_7
48.73,35.22,32.62,27.07,52.49,6.83,48.78,sesame_plains_variety_7
45.38,35.73,31.13,29.61,53.48,7.07,43.59,sesame_plains_variety_7
44.65,33.62,34.64,27.7,52.46,7.42,49.56,sesame_plains_variety_7
36.83,53.51,41.56,27.27,58.87,6.27,78.11,groundnut_sweet_variety_7
36.72,59.91,39.96,28.11,62.66,6.38,76.83,groundnut_sweet_variety_7
34.58,54.24,38.74,28.17,59.61,6.7,72.23,groundnut_sweet_variety_7
34.95,60.19,47.25,27.13,61.23,6.13,79.2,groundnut_sweet_variety_7
35.79,57.32,41.84,28.81,60.74,6.14,74.85,groundnut_sweet_variety_7
32.34,55.69,45.76,28.49,60.5,6.62,79.99,groundnut_sweet_variety_7
35.0,61.87,44.38,25.58,62.92,6.38,74.43,groundnut_sweet_variety_7
35.88,57.09,41.26,26.36,62.01,6.06,71.88,groundnut_sweet_variety_7
38.22,56.25,42.32,25.36,58.52,6.44,71.28,groundnut_sweet_variety_7
34.76,59.89,42.26,26.93,60.1,6.41,72.49,groundnut_sweet_variety_7
37.33,53.05,45.8,26.21,63.77,6.36,71.86,groundnut_sweet_variety_7
32.17,50.05,43.68,26.53,61.18,6.59,77.28,groundnut_sweet_variety_7
37.96,60.6,40.24,28.09,57.86,6.18,73.45,groundnut_sweet_variety_7
34.25,54.89,42.67,25.77,57.99,6.45,68.79,groundnut_sweet_variety_7
36.1,59.76,43.62,27.3,62.22,6.41,74.16,groundnut_sweet_variety_7
36.6,57.42,39.47,27.3,61.88,6.46,73.91,groundnut_sweet_variety_7
36.25,53.95,42.97,27.13,58.93,6.1,72.16,groundnut_sweet_variety_7
35.68,59.03,44.76,27.3,61.96,6.34,74.32,groundnut_sweet_variety_7
33.64,56.11,40.14,25.38,63.51,6.45,73.41,groundnut_sweet_variety_7
34.27,54.2,40.43,26.54,63.25,6.56,75.4,groundnut_sweet_variety_7
37.66,54.27,44.37,28.46,63.52,6.82,75.23,groundnut_sweet_variety_7
34.8,52.32,41.19,26.22,61.61,6.61,74.61,groundnut_sweet_variety_7
35.68,58.44,39.88,28.56,60.28,6.54,69.72,groundnut_sweet_variety_7
33.19,54.61,43.79,26.05,59.87,6.7,79.77,groundnut_sweet_variety_7
37.41,57.19,43.15,25.95,60.57,6.39,68.96,groundnut_sweet_variety_7
83.8,56.1,43.18,24.45,83.72,6.2,243.03,rice_grade_a_7
79.73,48.92,43.67,25.38,80.83,6.05,240.06,rice_grade_a_7
86.01,52.32,43.26,24.51,78.72,6.65,236.37,rice_grade_a_7
84.93,52.92,39.29,23.95,83.54,6.25,250.57,rice_grade_a_7
83.63,50.06,43.01,24.78,79.09,6.42,206.5,rice_grade_a_7
90.74,52.21,43.91,26.04,83.79,6.12,248.62,rice_grade_a_7
89.02,53.19,39.95,23.8,83.79,6.39,245.56,rice_grade_a_7
82.96,51.41,39.69,25.04,80.93,6.12,219.45,rice_grade_a_7
87.73,51.99,40.66,24.46,81.81,6.38,245.65,rice_grade_a_7
90.94,51.06,44.56,23.15,82.57,6.3,246.87,rice_grade_a_7
88.99,52.82,38.67,23.13,80.57,6.44,242.17,rice_grade_a_7
83.77,50.21,44.74,23.95,78.68,6.52,222.08,rice_grade_a_7
77.64,50.0,43.8,24.59,81.99,6.44,243.31,rice_grade_a_7
85.71,50.84,42.4,25.01,82.24,6.49,246.39,rice_grade_a_7
87.16,53.8,39.78,23.06,85.44,6.37,231.42,rice_grade_a_7
81.1,46.35,41.25,24.83,80.16,6.31,241.03,rice_grade_a_7
84.44,48.48,44.64,24.22,84.72,6.49,233.5,rice_grade_a_7
83.99,56.57,45.66,24.31,79.26,6.37,245.23,rice_grade_a_7
90.19,51.49,40.74,24.78,78.77,6.38,233.88,rice_grade_a_7
92.16,49.76,45.41,25.71,81.34,6.48,231.35,rice_grade_a_7
89.3,52.81,44.43,24.55,79.77,6.19,236.47,rice_grade_a_7
83.98,48.8,42.94,23.23,78.74,6.68,224.14,rice_grade_a_7
89.18,45.45,41.37,24.16,86.87,6.35,235.53,rice_grade_a_7
87.08,51.69,41.71,24.99,80.97,6.42,240.28,rice_grade_a_7
84.03,48.94,46.87,25.02,87.78,6.39,245.09,rice_grade_a_7
86.89,40.01,37.05,18.0,54.13,6.9,80.13,wheat_export_quality_7
79.68,40.37,36.04,18.18,54.71,6.65,75.61,wheat_export_quality_7
91.63,44.74,35.26,17.74,57.86,6.75,79.08,wheat_export_quality_7
91.99,48.27,38.98,18.45,56.06,6.66,78.71,wheat_export_quality_7
86.31,44.95,36.66,18.38,59.46,6.64,80.55,wheat_export_quality_7
82.6,47.08,35.91,17.08,55.82,7.07,81.85,wheat_export_quality_7
83.54,42.13,34.89,17.96,57.78,6.67,76.27,wheat_export_quality_7
84.95,41.69,33.43,19.63,57.44,6.74,82.5,wheat_export_quality_7
87.02,44.05,36.48,18.68,55.8,7.02,82.73,wheat_export_quality_7
84.52,45.12,34.34,19.05,55.08,6.96,77.3,wheat_export_quality_7
82.14,40.24,38.2,18.38,53.63,7.14,78.06,wheat_export_quality_7
90.22,42.61,36.94,16.97,57.51,6.91,76.54,wheat_export_quality_7
86.93,43.01,39.76,18.38,58.61,6.69,77.13,wheat_export_quality_7
81.31,41.6,37.3,19.31,53.87,7.22,74.32,wheat_export_quality_7
87.08,41.85,35.54,17.53,55.94,6.93,80.51,wheat_export_quality_7
86.52,44.88,33.42,19.08,55.44,6.78,71.68,wheat_export_quality_7
82.74,44.08,38.37,17.12,57.51,6.82,75.9,wheat_export_quality_7
90.95,44.78,34.49,18.5,56.01,6.85,77.94,wheat_export_quality_7
86.4,43.79,36.13,18.92,58.82,6.76,82.14,wheat_export_quality_7
84.9,41.18,39.97,18.23,55.92,6.54,76.38,wheat_export_quality_7
85.47,43.98,38.01,20.46,54.47,7.14,79.42,wheat_export_quality_7
87.73,41.01,37.6,18.09,55.78,6.81,77.83,wheat_export_quality_7
85.52,42.39,38.63,18.02,55.96,6.85,81.03,wheat_export_quality_7
85.48,40.83,38.56,18.64,57.47,7.23,79.25,wheat_export_quality_7
90.4,41.75,39.8,17.88,55.94,6.68,80.67,wheat_export_quality_7
73.48,43.0,17.45,23.79,62.78,6.29,82.8,maize_early_season_8
71.72,48.86,17.3,20.5,64.9,6.41,81.52,maize_early_season_8
76.94,43.12,17.97,20.89,63.52,6.33,80.96,maize_early_season_8
73.71,44.77,15.95,23.8,64.18,6.26,77.12,maize_early_season_8
75.67,45.7,15.48,22.37,61.65,6.45,81.65,maize_early_season_8
76.75,48.48,18.56,21.46,59.34,5.9,81.75,maize_early_season_8
80.25,44.94,18.59,22.91,64.14,6.02,81.48,maize_early_season_8
78.53,44.02,19.74,22.98,65.04,6.0,82.45,maize_early_season_8
72.98,46.53,18.03,21.29,62.54,6.1,83.41,maize_early_season_8
71.23,45.67,16.63,21.93,64.64,6.3,77.59,maize_early_season_8
82.01,45.08,15.51,23.06,62.33,5.94,80.45,maize_early_season_8
69.58,46.66,17.08,21.71,62.79,6.26,82.82,maize_early_season_8
73.85,43.38,19.05,22.59,66.27,6.04,80.28,maize_early_season_8
77.99,42.19,20.58,23.5,62.41,6.09,84.27,maize_early_season_8
81.75,51.1,18.5,20.45,62.3,6.2,81.44,maize_early_season_8
74.84,46.4,16.6,22.09,59.43,6.5,74.81,maize_early_season_8
75.66,46.56,17.1,22.57,64.27,6.02,83.88,maize_early_season_8
72.25,44.35,17.14,20.93,61.62,6.14,80.77,maize_early_season_8
76.03,48.23,17.81,21.94,63.24,5.94,75.41,maize_early_season_8
71.21,44.93,20.1,23.2,62.37,6.02,80.33,maize_early_season_8
72.72,39.73,20.22,21.8,62.12,5.94,77.03,maize_early_season_8
78.44,44.85,18.16,21.17,62.74,6.21,83.6,maize_early_season_8
73.92,45.51,18.69,23.26,62.89,6.24,81.03,maize_early_season_8
79.02,45.77,17.22,22.72,65.18,6.3,78.15,maize_early_season_8
74.98,45.7,15.85,22.3,65.83,6.01,83.78,maize_early_season_8
69.46,37.03,30.61,17.92,53.76,7.13,70.13,barley_late_season_8
67.1,38.62,30.95,19.11,53.0,7.37,65.33,barley_late_season_8
63.67,38.81,31.06,17.58,56.02,7.4,65.94,barley_late_season_8
65.04,38.27,31.36,18.51,57.06,7.25,63.33,barley_late_season_8
64.99,38.5,30.67,18.6,53.03,7.37,64.1,barley_late_season_8
70.44,38.78,29.72,18.6,55.25,6.75,68.84,barley_late_season_8
62.19,39.47,31.07,17.74,52.44,7.13,65.21,barley_late_season_8
67.74,40.79,30.66,18.02,52.63,6.56,64.73,barley_late_season_8
67.05,34.17,32.52,18.52,52.95,6.82,64.93,barley_late_season_8
71.42,40.68,32.72,17.83,54.67,7.06,71.52,barley_late_season_8
68.69,35.24,28.82,18.63,51.84,7.04,65.02,barley_late_season_8
69.72,39.13,31.89,17.92,56.06,7.18,62.76,barley_late_season_8
66.12,43.08,32.2,19.21,55.08,7.17,63.21,barley_late_season_8
63.72,38.46,28.86,19.66,54.63,7.2,66.94,barley_late_season_8
66.8,38.89,31.84,18.18,53.1,7.21,61.2,barley_late_season_8
70.54,37.94,32.33,19.15,54.9,7.24,66.08,barley_late_season_8
70.53,39.82,29.47,18.24,48.88,6.98,63.03,barley_late_season_8
66.44,39.24,30.57,17.67,54.28,7.03,60.09,barley_late_season_8
64.98,37.24,31.23,18.07,53.83,7.16,62.37,barley_late_season_8
64.31,38.32,31.82,18.48,50.54,7.17,64.98,barley_late_season_8
67.44,36.38,29.41,16.98,54.22,6.95,68.54,barley_late_season_8
68.37,38.31,32.73,18.91,54.52,7.39,67.28,barley_late_season_8
72.9,37.73,27.8,18.48,50.59,7.32,64.15,barley_late_season_8
68.32,38.8,32.99,19.21,51.66,7.0,67.44,barley_late_season_8
69.99,37.17,31.79,18.9,56.89,7.13,63.99,barley_late_season_8
70.84,41.84,34.63,16.62,59.31,6.3,73.17,oats_hybrid_8
76.53,37.8,36.04,17.44,64.11,6.38,66.5,oats_hybrid_8
70.69,42.39,35.57,16.88,60.48,6.84,69.16,oats_hybrid_8
79.47,43.2,38.53,17.6,60.69,6.65,67.2,oats_hybrid_8
79.53,40.01,39.59,17.19,59.59,6.4,71.62,oats_hybrid_8
73.09,39.82,36.82,16.8,61.18,6.95,67.32,oats_hybrid_8
77.01,37.38,37.57,18.36,61.29,6.25,65.45,oats_hybrid_8
76.97,37.14,37.94,17.02,60.19,6.33,70.41,oats_hybrid_8
79.78,39.84,40.49,17.6,59.98,6.47,64.8,oats_hybrid_8
71.69,42.12,33.85,16.55,62.53,6.19,71.82,oats_hybrid_8
78.74,38.18,38.53,15.49,60.44,6.85,67.51,oats_hybrid_8
71.42,43.59,37.84,16.65,60.81,6.53,68.7,oats_hybrid_8
79.42,38.06,36.46,15.4,57.87,6.33,64.6,oats_hybrid_8
80.51,39.7,37.75,16.92,65.54,6.58,75.78,oats_hybrid_8
73.89,39.71,38.52,18.28,63.69,6.52,66.93,oats_hybrid_8
81.11,39.05,38.23,16.38,61.02,6.43,70.05,oats_hybrid_8
70.43,35.24,41.15,15.42,60.27,6.25,65.99,oats_hybrid_8
80.65,38.04,37.38,18.31,61.96,6.2,68.71,oats_hybrid_8
81.95,39.65,37.19,16.73,61.91,6.93,76.07,oats_hybrid_8
77.77,39.07,36.81,17.09,59.57,6.22,71.93,oats_hybrid_8
75.7,40.5,38.17,17.74,57.2,6.83,69.03,oats_hybrid_8
77.64,40.74,37.08,17.52,60.96,6.32,70.99,oats_hybrid_8
74.14,38.78,37.17,17.71,59.03,6.65,69.49,oats_hybrid_8
86.48,37.36,37.18,17.83,62.25,6.58,70.82,oats_hybrid_8
74.21,42.29,36.89,15.71,62.27,6.62,73.2,oats_hybrid_8
65.62,31.73,26.83,28.04,45.91,6.92,53.88,sorghum_dwarf_8
67.46,33.96,27.76,28.28,50.78,7.1,57.42,sorghum_dwarf_8
67.52,32.51,25.84,25.3,49.7,7.04,50.01,sorghum_dwarf_8
65.64,32.12,28.56,25.31,47.32,6.83,51.43,sorghum_dwarf_8
64.27,34.95,29.79,25.9,51.21,6.56,54.33,sorghum_dwarf_8
64.98,33.35,31.92,26.36,48.24,7.19,52.08,sorghum_dwarf_8
69.06,34.38,26.71,27.52,48.95,6.76,52.07,sorghum_dwarf_8
69.34,29.9,29.72,26.75,50.62,6.87,56.09,sorghum_dwarf_8
62.93,34.55,27.31,25.29,49.44,6.92,53.5,sorghum_dwarf_8
65.86,32.49,26.68,25.76,51.08,6.94,51.02,sorghum_dwarf_8
64.22,30.53,26.68,26.22,48.59,7.15,49.52,sorghum_dwarf_8
